
1658636820687,1584,HTTP Request,200,OK,Thread Group 1-2,text,true,,78387,120,10,10,https://www.facebook.com/,1419,0,1048
1658636821002,1267,HTTP Request,200,OK,Thread Group 1-6,text,true,,78382,120,10,10,https://www.facebook.com/,1104,0,733
1658636821414,879,HTTP Request,200,OK,Thread Group 1-10,text,true,,78387,120,10,10,https://www.facebook.com/,692,0,320
1658636820903,1390,HTTP Request,200,OK,Thread Group 1-5,text,true,,78383,120,10,10,https://www.facebook.com/,1203,0,832
1658636821104,1192,HTTP Request,200,OK,Thread Group 1-7,text,true,,78394,120,10,10,https://www.facebook.com/,1002,0,631
1658636821302,1000,HTTP Request,200,OK,Thread Group 1-9,text,true,,78386,120,5,5,https://www.facebook.com/,804,0,432
1658636820686,1633,HTTP Request,200,OK,Thread Group 1-1,text,true,,78378,120,4,4,https://www.facebook.com/,1446,0,1048
1658636820706,1614,HTTP Request,200,OK,Thread Group 1-3,text,true,,78389,120,4,4,https://www.facebook.com/,1427,0,1028
1658636820809,1521,HTTP Request,200,OK,Thread Group 1-4,text,true,,78387,120,2,2,https://www.facebook.com/,1341,0,925
1658636821202,1128,HTTP Request,200,OK,Thread Group 1-8,text,true,,78380,120,2,2,https://www.facebook.com/,934,0,533
